Row,EDS,EZR,S3,POT,L1,TD_P,C4,DS,TD_U
1,-1.3478885207283162,-1.1256650000628055,-0.6384630414451885,0.11023286052943075,-1.6452305054171863,0.9312046461624114,-1.561584896653989,-0.39621667218560586,0.5419210464811289
2,-0.49157061035954797,-0.8055445946554038,-0.8071004535974269,0.5303798377546858,-1.4704565492979909,0.9412328860128782,0.7439241773285837,-1.3545476116869046,1.3984472206317669
3,-0.8713685369558699,-0.9523423389920744,-0.8555566318930813,0.31626951272238474,-0.8928628657929624,0.9358849353195462,0.7620157527880332,0.6665987631947794,1.398848598547943
4,-0.31914656864394,-0.712219886479236,-0.6861172404200613,-0.5075378387065501,-0.5642509461242198,0.920720188909799,0.7498417516660872,1.2452375353854066,0.9676647159364067
5,-0.7268314498824349,-0.9075329588638508,-0.888026446689214,-2.647300384566253,1.0936521201552751,0.9228762822047991,0.7553369508351432,-1.3551021207197687,1.400115050005459
6,-1.5130125253817919,-1.142164793237901,-0.8071293313797367,0.4492149517533326,-1.4313637907754562,0.9186376458456913,-1.5609747532052711,-1.3533831112742472,0.5374807185450716
7,-1.0436526218776196,-1.019820760366995,-0.7947006013229376,0.07386197278259982,-1.0957109306046944,0.9352542260085082,-1.5612420021007776,-1.3513751769533378,1.8248249959852336
8,-0.3233173548685116,-0.7368993450429818,-0.662415939275392,0.27804731807789046,0.8005432610465888,0.9366140140583054,0.747753603624873,-1.3500450291323944,0.5308096787091994
9,1.0751789354252836,0.33148220574340115,1.5073748204271693,1.1545358715416376,1.9761128734555666,0.946860780032123,0.7430269158174259,0.6637511538020707,-0.37075602693230253
10,1.4537252909545333,0.9821143828052671,0.580885630216676,-0.1828929657583321,1.2655003329677998,-1.0657669241984826,-1.4916734966334428,1.2325460222871123,-0.83146904998185
11,0.16738484959715572,-0.2676103587544847,-0.5779800642595659,-1.6727590395214909,1.0864724425435517,-1.077654802005528,0.27725494181688626,0.668354210129184,-0.3683989980242437
12,0.6825962659502981,1.3435428758793797,0.5031504867946296,-0.45423512622184886,0.7001262784937546,-1.0707607459208035,0.75654661940068,-0.40097113137223944,0.08329746092672831
13,0.9873277126731639,0.40550435704002785,-0.558513263294311,0.2888395743443672,-0.9741746870526101,-1.0619678112749888,-1.4913110905623104,1.2362042110700302,-1.3093244355675133
14,0.6962767373909787,1.3417121366395837,-0.7900986546627723,-0.0791230845963382,1.3022632037792015,-1.0667659477250502,0.7596044070169815,-0.39557871161023966,-0.3701250221045086
15,1.2173909875463222,0.6591272197737565,-0.15100365101024002,-0.6567152140992922,0.03535356184190582,-1.0609617258243613,-1.1381103234750556,1.235094417234284,-0.8327483220809124
16,1.2913896936722071,1.0503652522553313,-0.7883708036261061,0.598114809984586,-1.3355172515300275,-1.0783320336485167,-1.4921105804444148,0.6688237048275036,-0.839763390436734
17,1.509676970693856,1.0785619868800138,1.8046034720456416,0.5190112331382274,0.5221228323025225,-1.075656467948152,0.7586608100698551,1.2364368197580968,-0.8330971138783512
18,1.2694467275159167,0.7146843967296449,1.5380503814231214,0.8507709809819407,1.7581273712301324,-1.0705557890926245,-1.4926884939108969,1.236215425283796,-0.8252578856097448
19,1.6892246068082253,1.7546160962205866,1.8202279237770425,2.4194710916760815,0.16319661598489812,-1.0846231352428846,0.7479675889782026,1.238922645516591,-1.811113232112522
20,-1.1038998884954687,1.5750867326502889,1.8202279237770425,0.4853772989937774,1.668573465838091,-1.0636617365184915,0.7558548818198895,-0.400903320906342,-1.3080652023536898
21,0.6847449609722063,1.3485984695732813,1.2530383850567715,-0.36693460895566965,0.6070212692450114,-1.0839080251060762,0.7513494676119066,-0.39524283794325465,0.09079223176193044
22,1.4903316329353449,0.9509150165213924,1.0534458937801618,-1.3552347339565323,-0.12392677489014726,0.9506352576968075,0.7525801961351162,1.2373409604700942,-0.8482652289805752
23,-1.498697904390528,-1.1548552079207741,-0.40563578182030297,0.4583642797690733,0.5215099587562708,0.9254848691128174,-1.4916193361020451,-1.3520689291736308,0.5400434215811601
24,-1.0733037118361097,-1.0396718536830556,-0.8301930529692457,-0.19205584227007957,1.0100547664151662,0.9462489939250639,-1.560473587143142,-1.3559701701787101,0.5306001053898346
25,-1.344575846512765,-1.1140638825851803,-0.7514701111849663,-0.4121018948115461,-0.40438744898593737,0.9292556361422412,-1.560064292228811,-1.3466552592614895,0.5301839850605888
26,-0.3170562713322276,-0.7126329331078004,-0.5467356508767013,-1.350144701236387,-1.2982745145555734,0.9318147595149814,0.7515738326042947,-1.3526311823889803,0.9758236173319279
27,-1.002273484930212,-1.0138315708970138,-0.8498742356288923,0.6193117254661755,0.2817150269560052,0.9331770490080337,-1.1401329982481472,-1.3547697686507052,0.08966736241421557
28,1.3412987408801837,0.8151191136762118,1.2867651924700216,-1.6971477074422257,-1.0979580733360046,-1.080815692231467,0.7604921296022883,1.2329544795950709,-1.8091370814976502
29,-1.3897522371289999,-1.1354181333387818,-0.5271824736702276,0.408383441292336,-0.8594783382419098,0.9366267800973312,-1.5613081217284346,0.6658972729016003,0.5310853575425373
30,-0.8732548253273271,1.6804459436648065,1.8085016551220015,-1.6501928425812513,-0.011487491340284746,-1.07708152096263,0.7528586797794793,0.664046312862494,-1.3197966002409056
31,-0.678195037002843,1.5403627104209883,1.8106410550642404,1.2121475240025605,-0.060772208896960306,-1.0794290787288259,0.7615754850006504,0.6660065176246798,-1.3265208775656554
32,0.04720405983712669,-0.5158854435552926,-0.5293121584014561,0.42843887674283465,0.24164834404057592,0.928321924659959,0.7533099518152622,-1.352342356168777,0.08837832061652649
33,-0.7897097932966097,-0.92280950638259,-0.8603687191388241,-0.13964160777020024,-0.7019135483790647,0.9384979593833596,0.7542611306669093,0.12039611926217904,1.3974087003419435
34,1.460965654227402,1.7420953733346638,1.8202279237770425,2.4194710916760815,-0.14785711466928805,-1.0694252757019649,0.750463953309603,1.2362347867481307,-1.7942709939779988
35,0.6823894882220821,-0.0766902369982117,-0.08529517196244527,0.3913894178555089,-0.5511714882712712,0.9160095523147268,0.763324531869787,0.12432530544606474,0.09244353463251716
36,0.982063634749357,0.21419519835327125,0.31142049089232265,-0.8992476995793219,-0.5992888668272224,0.9261998152498928,0.7431856850669805,0.666213840169263,-0.3712955569503226
37,-0.5700986266491216,-0.8572534331846404,-0.49302448382047137,-0.424817739354355,0.8405287293617645,0.9273063409647712,0.7557748082072325,0.6702113697596181,0.9683910577921454
38,-0.4557519021581033,-0.7951367887892723,-0.7596500435272538,-0.26497655048724805,1.5132038505079222,0.9351562073646614,0.7595753987567784,0.12226747341956525,1.4010948576004898
39,-0.9657790573256101,-1.0106100668007685,-0.75111367266736,-0.8598355786998657,-1.0740997839580047,0.9329128585858119,0.7528112519602848,-1.35448232449165,1.8165557245159802
40,-0.17907876383908583,-0.48311400660450327,-0.7349896652110084,1.4619140869454086,0.9205171976340145,-1.0704254544001337,-0.11474965275335737,-0.39726503413575265,0.07656930065090999
41,0.08483611618001753,-0.3381966212805969,-0.8108151223768633,0.5703794055364351,-1.309580404579688,-1.0684707337712045,0.2745389454511602,-0.3917690905307365,-0.3710453297859526
42,-0.1708824505092306,-0.4649765881535678,-0.2628882135659857,-0.558216803477778,-0.7931022458815422,-1.0750281383642715,0.2798814539719289,-0.3901284646820277,0.090184709052417
43,0.23564492320060876,-0.22358315842411977,-0.7145365549258539,0.327184800525211,0.13462232685201453,-1.0656425699080414,-0.45730167778221825,0.6673689566991728,-0.36218142397262937
